 SN,SUB_NO,IS_FRAUD,CELL_A,BN,AN_Cell_ID_Risk_area,CELL_LONGITUDE,CELL_LATITUDE,AN_Cloned-IMEI_Flag,BN_Unsuccessful_IDD_Call,BN_IDD_SMS
3199,M45782013,0,6.36E+14,Mi41251215,FALSE,38.8393707,9.01842976,Not_Cloned,0,0
3200,M45737410,0,6.36E+14,Mi41251215,FALSE,38.8393707,9.01842976,Not_Cloned,0,0
3201,M45781M16,0,6.36E+14,Mi41251215,FALSE,38.8393707,9.01842976,Not_Cloned,0,0
3202,M45583014,0,6.36E+14,Mi41251215,FALSE,38.8393707,9.01842976,Not_Cloned,0,0
3203,M45583012,0,6.36E+14,Mi41251215,FALSE,38.8393707,9.01842976,Not_Cloned,0,0
3204,M43M37813,0,6.36E+14,Mi41251215,FALSE,38.8393707,9.01842976,Not_Cloned,0,0
3205,M45733781,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3206,M457407M8,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3207,M45778MMM,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3208,M46766477,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3209,M4134516M,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3210,M46757656,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3211,M45782156,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3212,M45741434,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3213,M45737534,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3214,M43M37834,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3215,M43M1103M,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3216,M45736403,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3217,M45736428,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3218,M45733781,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3219,M45778MMM,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3220,M46766478,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3221,M46766477,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3222,M43M2887M,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3223,M437M8770,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3224,M45M23661,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3225,M43M16268,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3226,M4134516M,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3227,M45782156,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3228,M45741543,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3229,M45736842,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3230,M41105144,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3231,M45741434,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3232,M45737534,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3233,M43M37834,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3234,M43M1103M,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3235,M43M11035,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3236,M45736403,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3237,M43M28708,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3238,M457M1320,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3239,M45M23625,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3240,M45736428,0,6.36E+14,Mi41251215,FALSE,38.7546616,9.00133896,Not_Cloned,0,0
3241,M46764277,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3242,M46764276,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3243,M45741588,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3244,M45250675,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3245,M457M116M,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3246,M4134516M,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3247,M45782054,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3248,M43M28708,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3249,M45M23625,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3250,M41527422,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3251,M45741588,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3252,M45733781,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3253,M45583886,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3254,M45251084,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3255,M43M28784,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3256,M457415M0,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3257,M455830M0,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3258,M455831M4,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3259,M46766478,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3260,M46766477,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3261,M46764173,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3262,M45736572,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3263,M43M28M76,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3264,M46764268,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3265,M43M2887M,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3266,M46764263,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3267,M43788170,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3268,M43M15277,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3269,M437M8770,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3270,M457M1267,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3271,M45741460,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3272,M45736865,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3273,M457M116M,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3274,M45M23665,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3275,M45M23661,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3276,M43M2M061,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3277,M43M16268,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3278,M46757656,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3279,M45M23552,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3280,M45782056,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3281,M45781M53,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3282,M43M28M53,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3283,M46757842,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3284,M45741543,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3285,M45740746,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3286,M45736842,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3287,M45736747,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3288,M43M28845,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3289,M437M554M,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3290,M45741434,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3291,M45737534,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3292,M45782038,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3293,M45583134,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3294,M43M37834,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3295,M43M1103M,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3296,M43M11035,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3297,M46757700,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3298,M45736700,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3299,M45M24106,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3300,M45768406,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3301,M4574080M,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3302,M45583100,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3303,M43M28708,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3304,M41527503,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3305,M46766326,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3306,M45M23323,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3307,M457M1320,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3308,M45741425,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3309,M45M23625,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3310,M45740821,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3311,M45582426,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3312,M43M28820,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3313,M41527422,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3314,M46766410,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3315,M457M1313,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3316,M457M1214,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3317,M457M1112,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3318,M45782013,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3319,M45736410,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3320,M45737410,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3321,M45781M16,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3322,M45583014,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3323,M45583012,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3324,M43M28M11,0,6.36E+14,Mi41251215,FALSE,38.7874985,9.00916672,Not_Cloned,0,0
3325,M45736865,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3326,M45M23552,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3327,M45738684,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3328,M36742M84,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3329,M457383M1,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3330,M45738777,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3331,M4573866M,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3332,M43M28M53,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3333,M45738737,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3334,M45738707,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3335,M4573880M,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3336,M4573872M,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3337,M45738723,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3338,M45732026,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3339,M457383M1,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3340,M4573866M,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3341,M45583886,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3342,M457407M8,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3343,M455830M0,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3344,M46766477,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3345,M457M1267,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3346,M4134516M,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3347,M45M23552,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3348,M45782054,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3349,M41105144,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3350,M45583134,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3351,M45583M38,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3352,M43M1103M,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3353,M46757700,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3354,M45583100,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3355,M43M28708,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3356,M45M23323,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3357,M45582426,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3358,M41527422,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3359,M45736410,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3360,M45583014,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3361,M45738684,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3362,M45738680,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3363,M36742M84,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3364,M457415M0,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3365,M457383M8,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3366,M457383M1,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3367,M46766477,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3368,M45736572,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3369,M43M28M76,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3370,M4573866M,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3371,M45738667,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3372,M45736865,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3373,M43M16268,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3374,M45M23552,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3375,M45782156,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3376,M45738755,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3377,M43M28M53,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3378,M46714243,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3379,M45741543,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3380,M45736842,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3381,M45732043,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3382,M45738737,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3383,M45738537,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3384,M43M1103M,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3385,M43M11035,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3386,M45M24106,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3387,M45768406,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3388,M4573880M,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3389,M43M28708,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3390,M457M1320,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3391,M4573872M,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3392,M45738723,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3393,M45M23625,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3394,M45732026,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3395,M45740821,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3396,M43M28820,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3397,M45738711,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3398,M45781M16,0,6.36E+14,Mi41251215,FALSE,38.7895393,9.01556015,Not_Cloned,0,0
3399,M46764276,0,6.36E+14,Mi41251215,FALSE,38.7900887,9.00502014,Not_Cloned,0,0
3400,M46764172,0,6.36E+14,Mi41251215,FALSE,38.7900887,9.00502014,Not_Cloned,0,0
3401,M46764268,0,6.36E+14,Mi41251215,FALSE,38.7900887,9.00502014,Not_Cloned,0,0
3402,M46764263,0,6.36E+14,Mi41251215,FALSE,38.7900887,9.00502014,Not_Cloned,0,0
3403,M46764348,0,6.36E+14,Mi41251215,FALSE,38.7900887,9.00502014,Not_Cloned,0,0
3404,M45768406,0,6.36E+14,Mi41251215,FALSE,38.7900887,9.00502014,Not_Cloned,0,0
3405,M45768401,0,6.36E+14,Mi41251215,FALSE,38.7900887,9.00502014,Not_Cloned,0,0
3406,M45768224,0,6.36E+14,Mi41251215,FALSE,38.7900887,9.00502014,Not_Cloned,0,0
3407,M457M1285,0,6.36E+14,Mi41251215,FALSE,38.7861099,9.0255003,Not_Cloned,0,0
3408,M455837M6,0,6.36E+14,Mi41251215,FALSE,38.7861099,9.0255003,Not_Cloned,0,0
3409,M4573747M,0,6.36E+14,Mi41251215,FALSE,38.7861099,9.0255003,Not_Cloned,0,0
3410,M45782152,0,6.36E+14,Mi41251215,FALSE,38.7861099,9.0255003,Not_Cloned,0,0
3411,M43M28836,0,6.36E+14,Mi41251215,FALSE,38.7861099,9.0255003,Not_Cloned,0,0
3412,M43M15222,0,6.36E+14,Mi41251215,FALSE,38.7861099,9.0255003,Not_Cloned,0,0
3413,M46764276,0,6.36E+14,Mi41251215,FALSE,38.7861557,8.99575615,Not_Cloned,0,0
3414,M46764348,0,6.36E+14,Mi41251215,FALSE,38.7861557,8.99575615,Not_Cloned,0,0
3415,M45768224,0,6.36E+14,Mi41251215,FALSE,38.7861557,8.99575615,Not_Cloned,0,0
3416,M457406MM,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3417,M46714372,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3418,M46766342,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3419,M43M28801,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3420,M46766285,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3421,M45741580,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3422,M45741484,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3423,M45736782,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3424,M45583181,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3425,M45583885,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3426,M43M28886,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3427,M41535583,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3428,M41345M80,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3429,M4136188M,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3430,M467576M1,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3431,M457414M0,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3432,M457364MM,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3433,M457406MM,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3434,M457406M4,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3435,M452510M3,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3436,M43M28MM5,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3437,M46714372,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3438,M45737476,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3439,M45740675,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3440,M45778M75,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3441,M45583875,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3442,M45582270,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3443,M45583M70,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3444,M45242273,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3445,M43M28M78,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3446,M41527470,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3447,M45737462,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3448,M45250768,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3449,M45250764,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3450,M46766350,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3451,M4574085M,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3452,M45736451,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3453,M4558385M,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3454,M45583856,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3455,M45583854,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3456,M45250854,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
3457,M43788157,0,6.36E+14,Mi41251215,FALSE,38.7962112,9.01834011,Not_Cloned,0,0
